tweet_id,raw,clean,created_at,in_response_to
1700143,@Delta Just landed in Tulsa 7h + ETA 😒,Just landed in Tulsa 7h + ETA 😒,Tue Nov 07 04:24:17 +0000 2017,1700142
1171470,Excellent flight crew working #FirstClass on @Delta #DL1284!  They need a #VirtualJWD!! ✈️👏🏽👏🏽 #KeepClimbing,Excellent flight crew working #FirstClass on #DL1284! They need a #VirtualJWD!! ✈️👏🏽👏🏽 #KeepClimbing,Tue Oct 24 19:37:29 +0000 2017,
2797424,@Delta Ticket 0062399372204,Ticket 0062399372204,Mon Nov 27 00:46:27 +0000 2017,2797423
1715724,@Delta Still nothing...I would investigate your cleaning crews and or staff if I were you. Integrity is what a person does when no one is watching.,Still nothing...I would investigate your cleaning crews and or staff if I were you. Integrity is what a person does when no one is watching.,Wed Nov 08 13:20:24 +0000 2017,1715723
200590,@Delta @Delta Even though my bag did not arrive in time you stepped up and took great care of me. Thank you making it right.,Even though my bag did not arrive in time you stepped up and took great care of me. Thank you making it right.,Fri Nov 10 04:29:07 +0000 2017,200589
1677236,Really @Delta won't be using your airlines anymore https://t.co/Se0Oe9poRp,Really won't be using your airlines anymore,Tue Oct 17 15:47:55 +0000 2017,
225895,"@Delta my colleague and my upgrade to delta one ticket has disappeared... can you help, give some info?  It was a global upgrade requests from months ago","my colleague and my upgrade to delta one ticket has disappeared... can you help, give some info? It was a global upgrade requests from months ago",Sat Nov 25 01:57:55 +0000 2017,
990344,@Delta The crew - excellent- says is a corporate policy. No food -even in first class- &lt;3hrs? Pennypinching at expense of frequent flyers @Delta,The crew - excellent- says is a corporate policy. No food -even in first class- <3hrs? Pennypinching at expense of frequent flyers,Thu Oct 12 02:43:32 +0000 2017,771397
1211384,@delta why has it taken almost an hour to pull bags off DL2201? Nothing at carousel six at Hartsfield. Update please???,why has it taken almost an hour to pull bags off DL2201? Nothing at carousel six at Hartsfield. Update please???,Sun Oct 15 21:49:54 +0000 2017,
1743860,"@Delta, your customer service at @122828 has been FANTASTIC this morning. I have a stick. I have been asked multiple times if I need a wheelchair; had lines opened up for me at check-in and security; and seats offered. Couldn't have asked for a better service. Thank you.",", your customer service at has been FANTASTIC this morning. I have a stick. I have been asked multiple times if I need a wheelchair; had lines opened up for me at check-in and security; and seats offered. Couldn't have asked for a better service. Thank you.",Mon Nov 20 15:22:44 +0000 2017,
296477,"@Delta I need to book a flight and am currently going through the name change process post-wedding. Will I be able to change the name on my ticket to my new name? Also, how can I change the name on my SkyMiles account?","I need to book a flight and am currently going through the name change process post-wedding. Will I be able to change the name on my ticket to my new name? Also, how can I change the name on my SkyMiles account?",Fri Oct 06 16:22:13 +0000 2017,
272937,@Delta I have a flight from New Orleans to Jacksonville on monday - can I modify the dates due to the tropical storm warning?,I have a flight from New Orleans to Jacksonville on monday - can I modify the dates due to the tropical storm warning?,Fri Oct 06 03:20:28 +0000 2017,
225642,"@Delta @116462 Paid for a service, that was not recieved...  what a waste. Constant buffering, no messages or detials that would inform us how to fix the problem. Disappointment.","Paid for a service, that was not recieved... what a waste. Constant buffering, no messages or detials that would inform us how to fix the problem. Disappointment.",Sat Nov 25 02:40:17 +0000 2017,225641
2776428,"@Delta We checked in at the same time boarding started, when we finally got to the gate, the plane had already taken off before the time state on the ticket","We checked in at the same time boarding started, when we finally got to the gate, the plane had already taken off before the time state on the ticket",Tue Nov 21 15:14:25 +0000 2017,2776427
2143597,@Delta - I flew a Virgin Atlantic flight booked through Delta a few days ago and still haven't been credited the MQMs/MQDs.,- I flew a Virgin Atlantic flight booked through Delta a few days ago and still haven't been credited the MQMs/MQDs.,Thu Oct 19 09:36:37 +0000 2017,
2626999,"@Delta flying to JFK (NY) yesterday was rough, scariest flight of my life due to weather. The pilot did an amazing job. Happy delta flyer :)","flying to JFK (NY) yesterday was rough, scariest flight of my life due to weather. The pilot did an amazing job. Happy delta flyer :)",Tue Oct 31 00:04:33 +0000 2017,
2271245,"@Delta 
Great customer service, Don R. at CVG! Left my phone in the airport drop-off shuttle &amp; Don called the shuttle &amp; recovered it! Thanks","Great customer service, Don R. at CVG! Left my phone in the airport drop-off shuttle & Don called the shuttle & recovered it! Thanks",Sat Nov 11 11:39:17 +0000 2017,
1758208,@Delta I writing in hopes you did so that arrangements could be made,I writing in hopes you did so that arrangements could be made,Wed Nov 08 05:52:40 +0000 2017,1758207
2449844,@Delta Here’s my lost item report: https://t.co/OmqPN2lsbr,Here’s my lost item report:,Sun Oct 29 15:28:18 +0000 2017,
1248422,"And then there was... 1 (and a ukulele). ATL &gt; MKE on @Delta up next. See ya at midnight, Milwaukee! ✈️ #socialmediaorg","And then there was... 1 (and a ukulele). ATL > MKE on up next. See ya at midnight, Milwaukee! ✈️ #socialmediaorg",Thu Oct 26 01:51:12 +0000 2017,
1125382,@Delta When selecting seats,When selecting seats,Tue Oct 24 08:31:05 +0000 2017,1125381
597379,@Delta Thank you but I’m more concerned with the rude service your representative thought was acceptable to loyal customers,Thank you but I’m more concerned with the rude service your representative thought was acceptable to loyal customers,Sun Dec 03 19:53:49 +0000 2017,597381
1272152,@144133 @Delta What if they fuck up b,What if they fuck up b,Sat Nov 25 12:29:20 +0000 2017,1272151
387652,@Delta Omg we didn't get my step son rebooked! Wtf delta. I am not going all the way back down to cust service. I need a boarding pass for him too.,Omg we didn't get my step son rebooked! Wtf delta. I am not going all the way back down to cust service. I need a boarding pass for him too.,Mon Oct 09 14:11:41 +0000 2017,387649
309989,"@Delta I get delayedflights but the way you handled this one was awful, enough to were I will fly anything but delta, thanks for bad service","I get delayedflights but the way you handled this one was awful, enough to were I will fly anything but delta, thanks for bad service",Sat Oct 07 01:42:17 +0000 2017,
2136946,@delta @158121 @208546 We lost a soft pink baby blanket today somewhere between our gate and the budget place. Devastated. Anyone spot one?,We lost a soft pink baby blanket today somewhere between our gate and the budget place. Devastated. Anyone spot one?,Wed Nov 08 21:16:25 +0000 2017,
490862,"@Delta Please read my direct message, this is not a maintenance issue it’s an accessibility issue.","Please read my direct message, this is not a maintenance issue it’s an accessibility issue.",Fri Dec 01 19:36:07 +0000 2017,490861
2768521,@Delta Is notification a courtesy or requirement?  I was never notified unless finding out on my own walking down the ramp is notification.,Is notification a courtesy or requirement? I was never notified unless finding out on my own walking down the ramp is notification.,Tue Nov 21 14:41:24 +0000 2017,2768517
1117902,@Delta G64UKG,G64UKG,Tue Oct 17 07:03:04 +0000 2017,1117901
2832456,The companies are in the hotel to live 3 amazing days! 🇦🇷 🇧🇷 🇯🇲 🇪🇨 👉🏼 if you have images tag us so we can share them 📷 #COY2017 @8631 @81 @Delta https://t.co/5IAr60JONZ,The companies are in the hotel to live 3 amazing days! 🇦🇷 🇧🇷 🇯🇲 🇪🇨 👉🏼 if you have images tag us so we can share them 📷 #COY2017,Mon Nov 27 13:41:26 +0000 2017,
2108137,@AmericanAir another flight without upgrade. This is annoying and insane. Going back to @Delta,another flight without upgrade. This is annoying and insane. Going back to,Wed Nov 08 10:46:48 +0000 2017,
1474180,Apparently @Delta only allows bereavement fares if you’re buying ticket last minute. I’ll pay full price since the funeral isn’t till 11/18.,Apparently only allows bereavement fares if you’re buying ticket last minute. I’ll pay full price since the funeral isn’t till 11/18.,Thu Nov 02 21:28:04 +0000 2017,
181570,"@Delta still wearing my Delta hat as I'm about to board a @126403 flight. It's getting a little grimy, could you send me a new one? https://t.co/Kr49spGlDe","still wearing my Delta hat as I'm about to board a flight. It's getting a little grimy, could you send me a new one?",Wed Oct 04 10:03:07 +0000 2017,
905351,"@Delta Curious, this is 2nd time in 2 weeks have had to wait over an hour to speak with rep. What's going on? Cuts in staff?","Curious, this is 2nd time in 2 weeks have had to wait over an hour to speak with rep. What's going on? Cuts in staff?",Sat Oct 21 01:28:31 +0000 2017,905349
1677264,@Delta From.   Burbank,From. Burbank,Tue Oct 17 21:13:39 +0000 2017,1677263
127487,@Delta So I pull off into galley to talk to flight crew and file a complaint. Flight attendant walks me to gate agent...,So I pull off into galley to talk to flight crew and file a complaint. Flight attendant walks me to gate agent...,Fri Nov 24 03:46:39 +0000 2017,127488
1962103,@Delta I have legal activated store bought Delta gift cards that I want to use in making a reservation but Delta tells me that I have to wait 72 hr,I have legal activated store bought Delta gift cards that I want to use in making a reservation but Delta tells me that I have to wait 72 hr,Thu Oct 19 23:18:59 +0000 2017,1962102
2388293,@Delta Awesome ... much clearer. Thank you so much!! #lovedelta,Awesome ... much clearer. Thank you so much!! #lovedelta,Tue Nov 14 08:04:22 +0000 2017,2388294
2813059,@delta Eric Santos certainly went the extra mile.  Thanks for the drinks and letting me borrow your personal iPhone charger!  DL0211,Eric Santos certainly went the extra mile. Thanks for the drinks and letting me borrow your personal iPhone charger! DL0211,Mon Nov 27 01:39:49 +0000 2017,
2258153,@Delta Next week on Friday to DTW!!!,Next week on Friday to DTW!!!,Sat Nov 11 02:07:08 +0000 2017,2258154
1581576,I could think of worse ways to pass a Saturday afternoon. @delta #skyclub #skydeck #atlairport… https://t.co/BnOWc3Z70a,I could think of worse ways to pass a Saturday afternoon. #skyclub #skydeck #atlairport…,Sat Nov 04 19:39:38 +0000 2017,
1501678,@VirginAtlantic vS46 - 2 on delta (with upgrade to club 2 pushed to virgin flight an hour earlier. But our booking was linked... no other seats,vS46 - 2 on delta (with upgrade to club 2 pushed to virgin flight an hour earlier. But our booking was linked... no other seats,Fri Nov 03 15:48:45 +0000 2017,1501675
1219393,Good Morning San Diego from 10k’ above sea level.  @delta 1592 https://t.co/4gaW1MP7gB,Good Morning San Diego from 10k’ above sea level. 1592,Wed Oct 25 14:07:08 +0000 2017,
1065044,"@Delta Cheers lads. (And to annoy you again), how long from Atlanta to Austin, Texas?","Cheers lads. (And to annoy you again), how long from Atlanta to Austin, Texas?",Mon Oct 23 15:58:37 +0000 2017,1065043
1038225,"@Delta I was given ticket # by operator, but no confirmation email, and not in SkyM wallet","I was given ticket # by operator, but no confirmation email, and not in SkyM wallet",Mon Oct 23 02:48:09 +0000 2017,1038223
1203633,@Delta Please Just tell the truth.,Please Just tell the truth.,Sun Oct 15 21:11:58 +0000 2017,1203634
885917,"@Delta the real question is if I’m in first class, can I keep my Westin Blanket? 🤔","the real question is if I’m in first class, can I keep my Westin Blanket? 🤔",Fri Oct 13 16:38:22 +0000 2017,
1822062,"@Delta Too late,  2 flights today flew with open comfort plus seats. So much for status","Too late, 2 flights today flew with open comfort plus seats. So much for status",Sun Oct 15 17:19:39 +0000 2017,1822060
61263,"@Delta Thank you @Delta for sending aid, answering the call, &amp; working to help #PuertoRico Humanitarian efforts. Proud to #FlyDelta","Thank you for sending aid, answering the call, & working to help #PuertoRico Humanitarian efforts. Proud to #FlyDelta",Thu Oct 05 16:38:15 +0000 2017,61262
9352,Thank you @Delta for getting us on the next flight out of LGA with only minutes to spare at the gate. We will make our connection :),Thank you for getting us on the next flight out of LGA with only minutes to spare at the gate. We will make our connection :),Mon Oct 30 23:27:50 +0000 2017,
1005329,@Delta delays all day in SF...,delays all day in SF...,Sat Oct 14 06:46:48 +0000 2017,
1908285,Good job @Delta https://t.co/h6HYNxedRT,Good job,Wed Oct 18 13:21:54 +0000 2017,
1939657,"If God is teaching me patience he is REALLY going for it. 7hr delay, on a new plane, stopped on the tarmac for weather. FML @Delta","If God is teaching me patience he is REALLY going for it. 7hr delay, on a new plane, stopped on the tarmac for weather. FML",Sun Oct 29 19:24:16 +0000 2017,
1001279,@Delta if I book 1 paid and 1 award tkt can they be linked as companion travel? If so how do I need to book?,if I book 1 paid and 1 award tkt can they be linked as companion travel? If so how do I need to book?,Sun Oct 22 17:18:55 +0000 2017,
815418,@Delta why does it take so long to use a voucher? Going on 30 minutes and have to talk to 5 different departments.  #TheWorst https://t.co/GRbdjIgKH7,why does it take so long to use a voucher? Going on 30 minutes and have to talk to 5 different departments. #TheWorst,Sun Nov 05 13:01:04 +0000 2017,
498807,@AskAmex I just applied for a American Express Platinum Delta Skymiles Card and I need to buy tickets now. Help?,I just applied for a American Express Platinum Delta Skymiles Card and I need to buy tickets now. Help?,Fri Dec 01 18:41:11 +0000 2017,
2406295,@British_Airways ^ And this is why you always go with @Delta. Customer service.,^ And this is why you always go with . Customer service.,Tue Nov 14 22:45:07 +0000 2017,2406294
1824290,When you pay for a seat but don't have a tray table. GOOD STUFF @Delta https://t.co/4eolDKQL6r,When you pay for a seat but don't have a tray table. GOOD STUFF,Mon Oct 16 23:42:00 +0000 2017,
1766935,@Delta a big shout out from this Diamond to JFK gate agents Alana Dudnath and Asif Mahmud for handling an oversell so well this evening!,a big shout out from this Diamond to JFK gate agents Alana Dudnath and Asif Mahmud for handling an oversell so well this evening!,Tue Nov 07 21:53:25 +0000 2017,
497810,@Delta We need to connect to DL1277 which boards at 350 for MSY. We are still on the runway at LGA.,We need to connect to DL1277 which boards at 350 for MSY. We are still on the runway at LGA.,Fri Dec 01 18:47:35 +0000 2017,497813
851989,"@Delta Thank you for apologizing. Completely unnecessary, but very much appreciated. Very pleased despite the delay. Headed back to our gate now.","Thank you for apologizing. Completely unnecessary, but very much appreciated. Very pleased despite the delay. Headed back to our gate now.",Fri Oct 20 15:35:52 +0000 2017,851988
1406942,Thank you @Delta for that unexpected upgrade. #bestflightever,Thank you for that unexpected upgrade. #bestflightever,Sat Oct 28 17:55:59 +0000 2017,
2821377,@Delta $580 for a seat and you can't even stock 16 pieces of chicken? Thanks for the bag of chips tho,$580 for a seat and you can't even stock 16 pieces of chicken? Thanks for the bag of chips tho,Mon Nov 27 07:05:50 +0000 2017,
1741947,@Delta Thanks for checking - is that including the MSP to LGA leg as well?,Thanks for checking - is that including the MSP to LGA leg as well?,Tue Nov 07 16:23:59 +0000 2017,1741948
1031853,@Delta we are getting married today! Leaving to Paris tomorrow 10/15 with my new wife❤️ SAV-&gt;CDG hook us up! 😉winslow/brown @364153,we are getting married today! Leaving to Paris tomorrow 10/15 with my new wife❤️ SAV->CDG hook us up! 😉winslow/brown,Sat Oct 14 16:38:35 +0000 2017,
310600,@Delta Your option won't work becuz no one has 50k to buy it but combining the miles I will have enough.,Your option won't work becuz no one has 50k to buy it but combining the miles I will have enough.,Sat Oct 07 14:06:58 +0000 2017,310294
2769239,@Delta My pleasure !,My pleasure !,Tue Nov 21 12:09:10 +0000 2017,2769240
919610,"Happy Friday @Delta! Any time something goes wrong, we hear about it. Well, I want to share a positive story.","Happy Friday ! Any time something goes wrong, we hear about it. Well, I want to share a positive story.",Fri Oct 13 19:54:01 +0000 2017,
2484625,@DELTA how do I find my regional upgrade certificates?,how do I find my regional upgrade certificates?,Wed Nov 15 14:48:21 +0000 2017,
1151071,@Delta Dropped the ball this morning. Your broken plane caused me to miss an interview. Not cool. Not happy.,Dropped the ball this morning. Your broken plane caused me to miss an interview. Not cool. Not happy.,Tue Oct 24 14:37:24 +0000 2017,
1547286,@Delta Me for over an hour. I was not the only person affected by the incompetence of the employees working this evening. Multiple flights were,Me for over an hour. I was not the only person affected by the incompetence of the employees working this evening. Multiple flights were,Sat Nov 04 07:34:59 +0000 2017,1547083
703349,.@Delta My 1:09pm flight is delayed? I already know it’s delayed (the plane just arrive and is deplaning) How about some specifics so I can adjust?,. My 1:09pm flight is delayed? I already know it’s delayed (the plane just arrive and is deplaning) How about some specifics so I can adjust?,Thu Nov 23 17:53:30 +0000 2017,
1119021,@Delta  what's the hold up with dl406 from JFK to snn. I'm picking my mom up from airport,what's the hold up with dl406 from JFK to snn. I'm picking my mom up from airport,Sat Oct 14 05:24:15 +0000 2017,
102872,@delta. My seats were moved to the back of the plane on a long flight and I was told to PAY over $100 to move forward. Totally unethical.,. My seats were moved to the back of the plane on a long flight and I was told to PAY over $100 to move forward. Totally unethical.,Tue Aug 29 12:23:07 +0000 2017,
2902849,@Delta He would have just not gone than go without his suitcase. Someone could have told him they were randomly removing suitcases. I do not think we will be flying Delta anymore and will cancel the Delta credit card.,He would have just not gone than go without his suitcase. Someone could have told him they were randomly removing suitcases. I do not think we will be flying Delta anymore and will cancel the Delta credit card.,Tue Nov 28 22:59:03 +0000 2017,2902847
1756669,@Delta We are now seeking legal advice. Have given you plenty of chances. #DeltaAirlines #deltacustomerserviceisclosed,We are now seeking legal advice. Have given you plenty of chances. #DeltaAirlines #deltacustomerserviceisclosed,Tue Nov 07 16:37:23 +0000 2017,
2223520,"Dear @delta, this guy clearly hates his job.","Dear , this guy clearly hates his job.",Fri Nov 10 14:11:27 +0000 2017,
307623,@Delta So I paid you to transport my bag. Contractually you broke your contract. Now you push responsibility to a subcontractor.,So I paid you to transport my bag. Contractually you broke your contract. Now you push responsibility to a subcontractor.,Sat Oct 07 02:05:06 +0000 2017,307622
1547699,Hey @delta today’s the day I hit my first million! Thanks and looking forward to the next million!,Hey today’s the day I hit my first million! Thanks and looking forward to the next million!,Sat Nov 04 07:42:48 +0000 2017,
1568943,"@delta flying from USA to Brazil, how much extra do I pay to check two luggages heavier than 50lbs but lighter than 99lbs? Thanks","flying from USA to Brazil, how much extra do I pay to check two luggages heavier than 50lbs but lighter than 99lbs? Thanks",Sat Nov 04 16:28:58 +0000 2017,
1158730,@Delta You clearly don't care,You clearly don't care,Mon Nov 27 02:05:58 +0000 2017,1158727
2419294,Thanks @122122 T4 security manager for listening &amp; doing what you could to get me thru @120943 &amp; rejoin my family for our @delta flight,Thanks T4 security manager for listening & doing what you could to get me thru & rejoin my family for our flight,Sun Oct 29 12:25:00 +0000 2017,
308611,@Delta I have a flight mon am ATL &gt;SNA.  What r my options with the hurricane?,I have a flight mon am ATL >SNA. What r my options with the hurricane?,Sat Oct 07 00:25:30 +0000 2017,
2188518,@Delta delayed due to maintenance issues again,delayed due to maintenance issues again,Thu Nov 09 20:03:05 +0000 2017,
301881,"Director Maggie Betts wins the @82650 Juice Award at #HIFF25 for @82651!  #worldcinema #womeninfilm 
@delta @12660 https://t.co/4wHIe6sl53",Director Maggie Betts wins the Juice Award at #HIFF25 for ! #worldcinema #womeninfilm,Fri Oct 06 20:52:40 +0000 2017,
245451,@Delta Or bump me from my Delta Comfort seat to the third to last row of the plane for no reason 🙃 That was delightful!,Or bump me from my Delta Comfort seat to the third to last row of the plane for no reason 🙃 That was delightful!,Thu Oct 05 14:57:07 +0000 2017,245452
2951619,@Delta Headed to LAX for 3hrs!,Headed to LAX for 3hrs!,Wed Nov 29 18:59:29 +0000 2017,2951618
2887799,@Delta It’s gone now :( Would be nice if the app and it’s seat change functionality actually worked...,It’s gone now :( Would be nice if the app and it’s seat change functionality actually worked...,Tue Nov 28 13:16:13 +0000 2017,2887802
1598302,@Delta refunding my flight cost is a start. that doesn't fix missing work tomorrow or the extra day of parking at the airport i lose out on,refunding my flight cost is a start. that doesn't fix missing work tomorrow or the extra day of parking at the airport i lose out on,Sun Nov 05 03:28:25 +0000 2017,1598301
985369,@VirginAtlantic My ticketed flight# DL4398 booked via Delta to fly VA in PE. I know its 2 checked bags each but am unclear on weight limits?,My ticketed flight# DL4398 booked via Delta to fly VA in PE. I know its 2 checked bags each but am unclear on weight limits?,Sun Oct 22 09:39:23 +0000 2017,
1549572,@Delta F8EIWW,F8EIWW,Sat Nov 04 02:49:03 +0000 2017,1549570
2742136,@Delta is my favorite airline to fly by far,is my favorite airline to fly by far,Mon Nov 20 17:59:05 +0000 2017,
175530,@Delta I was wondering if I could have a follow :c. I love you guys please :)?,I was wondering if I could have a follow :c. I love you guys please :)?,Sat Nov 25 00:00:37 +0000 2017,175531
2625724,@Delta Really?! I was able to find them via the link in the Delta sponsored email I got just this morning...,Really?! I was able to find them via the link in the Delta sponsored email I got just this morning...,Mon Oct 30 23:54:25 +0000 2017,2625723
2244254,@Delta Sorry that wasn't the case either. These were not all employees. It was 9 flyers from the standby list. Fairness is important. So is loyalty. To remove a medallion benefit only to give it to standby flyers seems to suggest indifference or antipathy to medallion flyers. Agree? https://t.co/AB7Uy3Vp6H,Sorry that wasn't the case either. These were not all employees. It was 9 flyers from the standby list. Fairness is important. So is loyalty. To remove a medallion benefit only to give it to standby flyers seems to suggest indifference or antipathy to medallion flyers. Agree?,Fri Nov 10 21:09:45 +0000 2017,2244255
902310,"@324157 @Delta Well now you’ll get “me, alone in a hotel, with just my iPad to keep from dying of frustration” which is like way more Instagram appropriate","Well now you’ll get “me, alone in a hotel, with just my iPad to keep from dying of frustration” which is like way more Instagram appropriate",Tue Oct 10 11:26:50 +0000 2017,902311
1270474,@Delta And was considering another airline for 2018. Sprinting to make my flight doesn't cut ir,And was considering another airline for 2018. Sprinting to make my flight doesn't cut ir,Thu Oct 26 14:41:45 +0000 2017,1270471
1930806,Big props @Delta from me and @26617.  Your thoughtful service Saturday at @151272 turned a delayed arrival into a made-connection for us that will have me @ my daughter's performance on time.  Thank you!  #win #CustomerService #saturdaymorning,Big props from me and . Your thoughtful service Saturday at turned a delayed arrival into a made-connection for us that will have me @ my daughter's performance on time. Thank you! #win #CustomerService #saturdaymorning,Sat Oct 28 14:00:31 +0000 2017,
908323,Yo @Delta if I'm flying first class you guys provide free wifi or nah?,Yo if I'm flying first class you guys provide free wifi or nah?,Fri Oct 13 18:09:47 +0000 2017,
2413318,Am I the only one getting “access denied” when trying to get to the @Delta desktop site via https?,Am I the only one getting “access denied” when trying to get to the desktop site via https?,Tue Nov 14 16:53:28 +0000 2017,
1078492,@Delta I would have thought the diamond desk would have tried that but I am open to suggestions!,I would have thought the diamond desk would have tried that but I am open to suggestions!,Sun Oct 15 01:23:43 +0000 2017,1078500
61261,@Delta Can you tell me the trip cost for domestic Indian flight from hyderabad Mumbai and Mumbai hyderabad becoz https://t.co/oqOmamyCOx is not working,Can you tell me the trip cost for domestic Indian flight from hyderabad Mumbai and Mumbai hyderabad becoz is not working,Fri Nov 10 00:15:49 +0000 2017,61260
104207,@Delta Business as usual thanks,Business as usual thanks,Thu Nov 30 18:43:57 +0000 2017,104206
372581,@204282 @Delta Going to Philly to spend a few hours with Pops. They’ll either change my departure to PHL or lose me as a customer.,Going to Philly to spend a few hours with Pops. They’ll either change my departure to PHL or lose me as a customer.,Sun Oct 08 23:24:16 +0000 2017,372582
2494973,@Delta @VirginAtlantic This is how you lose customers - compounding challenges with incompetence and then silence,This is how you lose customers - compounding challenges with incompetence and then silence,Sun Oct 29 17:47:18 +0000 2017,2494974
200752,"Dear @Delta, please don’t think about doing the same thing as them. https://t.co/rVyXRqFp4t","Dear , please don’t think about doing the same thing as them.",Wed Oct 04 17:37:11 +0000 2017,
296835,@Delta 2 mechanical problems on 2 separate planes after pull back on both 😮😮😮😮,2 mechanical problems on 2 separate planes after pull back on both 😮😮😮😮,Fri Oct 06 16:34:45 +0000 2017,
2263881,"@Delta Was able to rebook through the app, thanks #technology","Was able to rebook through the app, thanks #technology",Sat Nov 11 03:22:24 +0000 2017,2263882
2806042,@Delta I have a Basic Economy ticket and I am unable to choose my seat online. I am assigned a seat at the gate. And I have to check my bag according to the Delta app.,I have a Basic Economy ticket and I am unable to choose my seat online. I am assigned a seat at the gate. And I have to check my bag according to the Delta app.,Thu Nov 30 01:11:25 +0000 2017,2806041
1928986,@Delta And now the gate crew has allowed passengers on the next flight onto this plane. Seriously?,And now the gate crew has allowed passengers on the next flight onto this plane. Seriously?,Thu Oct 26 21:12:10 +0000 2017,1293183
289682,@Delta omg omg sent ❤️❤️❤️,omg omg sent ❤️❤️❤️,Fri Nov 03 17:22:03 +0000 2017,289680
387288,"@Delta Again, larger concern that @JetBlue is managing to fly the same route without cancellation nor delay. While I'm on cancellation 2, &amp; delay 1","Again, larger concern that is managing to fly the same route without cancellation nor delay. While I'm on cancellation 2, & delay 1",Mon Oct 09 14:01:00 +0000 2017,387286
2769916,"@Delta Customer service killed it this morning, 3 happy fliers! Thank you Brent! ##DeltaDM https://t.co/0PdnrC25rt","Customer service killed it this morning, 3 happy fliers! Thank you Brent! ##DeltaDM",Tue Nov 21 12:47:57 +0000 2017,
2140559,@Delta - giving up a window seat for a middle seat in Comfort+ is not an upgrade!,- giving up a window seat for a middle seat in Comfort+ is not an upgrade!,Wed Nov 08 22:17:07 +0000 2017,
918355,@Delta gold elite flying economy LHR to MSP (terminal 3). Which lounge would I have access to? Thank you!,gold elite flying economy LHR to MSP (terminal 3). Which lounge would I have access to? Thank you!,Sat Oct 21 08:39:24 +0000 2017,
1505736,"@Delta You’re missing the most important one, biking!","You’re missing the most important one, biking!",Fri Nov 03 15:51:28 +0000 2017,1505738
162310,@Delta how do get a copy of my baggage recipt for my employer?,how do get a copy of my baggage recipt for my employer?,Fri Nov 24 18:18:52 +0000 2017,
207359,@Delta DM sent. Please help.,DM sent. Please help.,Fri Oct 20 23:10:44 +0000 2017,207358
256452,"@AskAmex when I select add employee card, it doesn't show my amex platinum, only the blue and delta gold.  please fix.","when I select add employee card, it doesn't show my amex platinum, only the blue and delta gold. please fix.",Thu Oct 05 18:54:27 +0000 2017,
739291,@AskAmex It was the Delta sky miles card.,It was the Delta sky miles card.,Wed Oct 18 02:13:40 +0000 2017,428557
2586715,"@Delta The lack of communication continues. App shows up to depart at 8:45 over 3 hours late and yet no announcement. Just wonderful. But that is the way, no accountability only “so sorry” and leaves the costly ticket holder to deal with all their messed up plans. Stellar service.","The lack of communication continues. App shows up to depart at 8:45 over 3 hours late and yet no announcement. Just wonderful. But that is the way, no accountability only “so sorry” and leaves the costly ticket holder to deal with all their messed up plans. Stellar service.",Fri Nov 17 01:38:16 +0000 2017,2586713
389419,@Delta When will the Skymiles marketplace be back on-line? (https://t.co/3yKpqJiypv),When will the Skymiles marketplace be back on-line? (,Mon Oct 09 14:52:29 +0000 2017,
1015824,@Delta Best service ever!,Best service ever!,Sun Oct 22 18:55:59 +0000 2017,
298022,@delta sitting here on this old dirty 737 with inop video screens. Should have flown @JetBlue home from Aruba. https://t.co/8gpXFllGTo,sitting here on this old dirty 737 with inop video screens. Should have flown home from Aruba.,Fri Oct 06 19:14:39 +0000 2017,
851423,"@Delta currently on another hold, but ticket prices went up in the time i had to wait.","currently on another hold, but ticket prices went up in the time i had to wait.",Fri Oct 27 19:41:22 +0000 2017,851422
2305085,"Dear all airlines,
There are audio filters that can get rid of that annoying whine during announcements. Fix it. It's like a knife in the brain.
Love,
All Passengers
@Delta @116450 @AmericanAir","Dear all airlines, There are audio filters that can get rid of that annoying whine during announcements. Fix it. It's like a knife in the brain. Love, All Passengers",Sun Nov 12 20:31:41 +0000 2017,
699637,@Delta Yes you can offer us something other than coffee for the inconvenience of having to wait 2 hours for a bag.,Yes you can offer us something other than coffee for the inconvenience of having to wait 2 hours for a bag.,Fri Oct 06 00:27:31 +0000 2017,267822
79598,@Delta No need just wondering if your having a good day :-),No need just wondering if your having a good day :-),Thu Nov 30 12:32:33 +0000 2017,79599
492519,This wonderful woman who works for @Delta got me my aisle seats back after my flight got delayed this morning and made sure I would make my next flight to ATL. Praise the Lord for her. 💜#Delta #ThankYou #tocaliigo,This wonderful woman who works for got me my aisle seats back after my flight got delayed this morning and made sure I would make my next flight to ATL. Praise the Lord for her. 💜#Delta #ThankYou #tocaliigo,Fri Dec 01 17:08:50 +0000 2017,
1922443,"I recently flew from Seattle to Paris with my wife on @VirginAtlantic and @Delta and upgraded to business class. My loyalty points are missing the upgrade bonus, I’m still waiting for a response from someone so I can get this fixed. Please respond.","I recently flew from Seattle to Paris with my wife on and and upgraded to business class. My loyalty points are missing the upgrade bonus, I’m still waiting for a response from someone so I can get this fixed. Please respond.",Fri Oct 27 04:53:57 +0000 2017,
1934782,@Delta What is the number to Delta PANC Ted Stevens Anchorage International baggage claim?,What is the number to Delta PANC Ted Stevens Anchorage International baggage claim?,Sun Oct 29 04:18:56 +0000 2017,690819
