tweet_id,raw,clean,created_at,in_response_to
875340,@Delta - i am spending 27 mins on hold trying to give business. What is wrong with that picture?,- i am spending 27 mins on hold trying to give business. What is wrong with that picture?,Mon Oct 09 20:32:34 +0000 2017,
876479,Kudos to @Delta 0527 crew to Reno. Bustin' ass to safely serve drinks and snacks between turbulence spells. #awesomejob #Customer1st,Kudos to 0527 crew to Reno. Bustin' ass to safely serve drinks and snacks between turbulence spells. #awesomejob #Customer1st,Fri Oct 20 17:42:17 +0000 2017,
876481,.@delta gave me a brand new carry on in Savannah and then upgraded me to first class. Customer service doesn't get any better. #deltaalways,. gave me a brand new carry on in Savannah and then upgraded me to first class. Customer service doesn't get any better. #deltaalways,Fri Oct 20 17:42:37 +0000 2017,
876483,@delta It totally sucks to hold 30 minutes to speak to reservation.  How bout employing Americans instead of just the www,It totally sucks to hold 30 minutes to speak to reservation. How bout employing Americans instead of just the www,Fri Oct 20 17:39:57 +0000 2017,
876485,@Delta why is it that even though I’m diamond status you don’t allow upgrades when traveling back internationally on the layover? Bummer,why is it that even though I’m diamond status you don’t allow upgrades when traveling back internationally on the layover? Bummer,Fri Oct 20 18:10:00 +0000 2017,
876488,"@Delta how come EVERY TIME I book tix on your app and include my known traveler number, TSA Pre-check is NOT on my boarding pass! #appfail","how come EVERY TIME I book tix on your app and include my known traveler number, TSA Pre-check is NOT on my boarding pass! #appfail",Fri Oct 20 17:39:29 +0000 2017,
876490,@Delta is winning when it comes to flight entertainment https://t.co/fi5qjPjcpw,is winning when it comes to flight entertainment,Fri Oct 20 17:39:05 +0000 2017,
876496,"@Delta Yes, please fix your website","Yes, please fix your website",Fri Oct 20 19:01:19 +0000 2017,876495
876497,@delta is there any way to access your site over a VPN? it is annoying to be denied access when I want to use your product,is there any way to access your site over a VPN? it is annoying to be denied access when I want to use your product,Fri Oct 20 17:39:05 +0000 2017,
876499,Can you believe #CustomerExperience set at a new level by @Delta as the pilot not only explains the trip but offers a tour of the cockpit @255327,Can you believe #CustomerExperience set at a new level by as the pilot not only explains the trip but offers a tour of the cockpit,Fri Oct 20 18:27:49 +0000 2017,
876501,"For only 3rd time of catching 500+ flights, I missed a domestic flight. Unlike Aussie airlines, @Delta has me flying free on next flight","For only 3rd time of catching 500+ flights, I missed a domestic flight. Unlike Aussie airlines, has me flying free on next flight",Fri Oct 20 17:37:37 +0000 2017,
876505,"@Delta @Delta is my favorite!✈️❤️ If you had more SFO flights, I'd be platinum on delta instead of split between you and united😉","is my favorite!✈️❤️ If you had more SFO flights, I'd be platinum on delta instead of split between you and united😉",Fri Oct 20 20:00:12 +0000 2017,876504
876506,"Can't decide if getting both @Delta gold &amp; @116450 silver status is a good thing or a bad thing..jk it's good, I want to be traveling more✈️","Can't decide if getting both gold & silver status is a good thing or a bad thing..jk it's good, I want to be traveling more✈️",Fri Oct 20 17:37:23 +0000 2017,
876514,Thanks @Delta and @Jetblue for great customer service.  Thanks Rose &amp; Victoria @Delta and Sandra from @Jetblue,Thanks and for great customer service. Thanks Rose & Victoria and Sandra from,Fri Oct 20 18:29:11 +0000 2017,
876695,@AskAmex Delta platinum,Delta platinum,Fri Oct 20 18:34:05 +0000 2017,876700
876763,@Delta Please get out of my mentions.,Please get out of my mentions.,Mon Oct 09 22:12:54 +0000 2017,876762
876764,"As I said, no not fly with @delta unless you appreciate a nice $1,000 scam on you. https://t.co/D5A1HuyWLQ","As I said, no not fly with unless you appreciate a nice $1,000 scam on you.",Mon Oct 09 20:50:02 +0000 2017,
877361,@Delta I would like to upgrade my flight with miles. Can you help me?,I would like to upgrade my flight with miles. Can you help me?,Fri Oct 13 16:05:35 +0000 2017,
877365,@Delta good morning! Online CI is open for my flight but it doesn't allow me. Is it bc I am travelling w infant in arms? Thank you!,good morning! Online CI is open for my flight but it doesn't allow me. Is it bc I am travelling w infant in arms? Thank you!,Fri Oct 13 16:05:24 +0000 2017,
877367,"@Delta Trying to get a receipt for baggage fee paid through the app, on desktop it says 'unable to display copy' - can you help?","Trying to get a receipt for baggage fee paid through the app, on desktop it says 'unable to display copy' - can you help?",Fri Oct 13 15:47:44 +0000 2017,
877371,@Delta has lost its standards ! #Horrible,has lost its standards ! #Horrible,Fri Oct 13 16:26:25 +0000 2017,877370
877372,"@Delta Your GATE supervisor was almost as RUDE as 45! Lied, and then insulted ME! Because of an ERROR on her part! #BetterTraingingNEEDED","Your GATE supervisor was almost as RUDE as 45! Lied, and then insulted ME! Because of an ERROR on her part! #BetterTraingingNEEDED",Fri Oct 13 16:25:14 +0000 2017,877370
877373,@Delta — I’ve NEVER been soooo humiliated in my life! The amount of DISRESPECT is unreal.... we might as well have flown @137434 🙄,— I’ve NEVER been soooo humiliated in my life! The amount of DISRESPECT is unreal.... we might as well have flown 🙄,Fri Oct 13 15:40:00 +0000 2017,
877375,Just another reason I fly @Delta - their reps are awesome. Worked with Jennifer (agent# JA) this morning &amp; she just went above and beyond!,Just another reason I fly - their reps are awesome. Worked with Jennifer (agent# JA) this morning & she just went above and beyond!,Fri Oct 13 16:22:02 +0000 2017,
877381,Time to head home and I have the best seat on the plane 😌 @Delta #TreatYoSelfDay https://t.co/dUNxfJr5b2,Time to head home and I have the best seat on the plane 😌 #TreatYoSelfDay,Fri Oct 13 16:19:24 +0000 2017,
877383,@Delta Lost laptop on flight 1964. Not in lost in found at JAX or ATL. Had to be the cleaners or the next passenger. Help me track it down!,Lost laptop on flight 1964. Not in lost in found at JAX or ATL. Had to be the cleaners or the next passenger. Help me track it down!,Fri Oct 13 15:37:39 +0000 2017,
877386,@Delta Paid for wifi but never got connection,Paid for wifi but never got connection,Fri Oct 13 16:29:19 +0000 2017,877385
877387,@Delta Vincent is the best flight attendant I've ever had!!  He tried to help!,Vincent is the best flight attendant I've ever had!! He tried to help!,Fri Oct 13 16:30:41 +0000 2017,877385
877391,@Delta JFK-slc 11:25am flight delayed. Pilot did a great job explaining why we were delayed. Updating passengers is key!  Thx!  :),JFK-slc 11:25am flight delayed. Pilot did a great job explaining why we were delayed. Updating passengers is key! Thx! :),Fri Oct 13 16:10:04 +0000 2017,
877420,"@Delta looking for help with our travel cancellation, I sent a DM, thanks!","looking for help with our travel cancellation, I sent a DM, thanks!",Mon Oct 09 21:27:05 +0000 2017,
877845,@Delta I don't think so. I'm already with amex.  It's for brand partners?? https://t.co/bDdMO3ozsf,I don't think so. I'm already with amex. It's for brand partners??,Fri Oct 20 19:32:23 +0000 2017,877844
877848,@Delta According to the fine print I have until December 2017. And I just got the email today.,According to the fine print I have until December 2017. And I just got the email today.,Fri Oct 20 19:35:45 +0000 2017,877847
877846,"@Delta I just got an email for a 25,000 bonus mile offer providing I register but. It's a bad email link.  Where can I find a good one?","I just got an email for a 25,000 bonus mile offer providing I register but. It's a bad email link. Where can I find a good one?",Fri Oct 20 18:53:12 +0000 2017,
877851,@Delta Rather an ordeal for us to make sched BOS-LAS trip w/ a few unhelpful agents but grateful for help from Mike Lania (a real 🌟) in BOS,Rather an ordeal for us to make sched BOS-LAS trip w/ a few unhelpful agents but grateful for help from Mike Lania (a real 🌟) in BOS,Fri Oct 20 20:29:19 +0000 2017,
877855,@Delta Thanks @Delta appreciate the help!,Thanks appreciate the help!,Sat Oct 21 00:49:46 +0000 2017,877854
877856,@DELTA I need help with a reservation and your callback system isn't working. Help!,I need help with a reservation and your callback system isn't working. Help!,Fri Oct 20 18:06:29 +0000 2017,
877859,@Delta I called yesterday and was waiting for 50 minutes! Very frustrating. Is __email__ not a valid email? I'm working with Cindy Colon.,I called yesterday and was waiting for 50 minutes! Very frustrating. Is __email__ not a valid email? I'm working with Cindy Colon.,Fri Oct 20 17:46:37 +0000 2017,877861
877862,@Delta The agent didn't give me case # She said she is creating one. Please advise. I don't want to end up opening multiple cases. Been 2months.,The agent didn't give me case # She said she is creating one. Please advise. I don't want to end up opening multiple cases. Been 2months.,Fri Oct 20 17:14:57 +0000 2017,877863
877864,@Delta Clothing and toiletries receipts for reimbursement for baggage delay. I'm working with a specific agent.,Clothing and toiletries receipts for reimbursement for baggage delay. I'm working with a specific agent.,Fri Oct 20 01:01:29 +0000 2017,877865
877866,@824 Need to send receipts to delta. Agent said to send it to __email__ but came back as unknown address. Pls DM address.,Need to send receipts to delta. Agent said to send it to __email__ but came back as unknown address. Pls DM address.,Fri Oct 20 00:41:46 +0000 2017,
877947,@AmericanAir Not gonna happen when the plane isn't at the gate... gonna be flying Delta from now on. Thanks,Not gonna happen when the plane isn't at the gate... gonna be flying Delta from now on. Thanks,Fri Oct 20 19:13:37 +0000 2017,877946
878021,@Delta You don’t monitor your twitter feed complaints do you #delta. You need to fix this,You don’t monitor your twitter feed complaints do you #delta. You need to fix this,Mon Oct 09 22:00:50 +0000 2017,878022
878022,@Delta I have been on hold for a very long time waiting for a supervisor and they can’t remove someone from their seat-BUT they did it to me #FAIL,I have been on hold for a very long time waiting for a supervisor and they can’t remove someone from their seat-BUT they did it to me #FAIL,Mon Oct 09 21:54:56 +0000 2017,878023
878023,"@Delta I bkd last Nov, upgraded to comfort and 13 hours before my flight you change me to a middle seat. This is unacceptable and must be  fixed","I bkd last Nov, upgraded to comfort and 13 hours before my flight you change me to a middle seat. This is unacceptable and must be fixed",Mon Oct 09 21:49:04 +0000 2017,878024
878024,@DELTA you just changed my seat to a middle seat. I paid for my seat. Please change it back,you just changed my seat to a middle seat. I paid for my seat. Please change it back,Mon Oct 09 21:29:28 +0000 2017,
410604,"@Delta I appreciate the reply, but there’s more going on here. I don’t think I’m known for complaining but I’m gonna need to talk 2 a person.","I appreciate the reply, but there’s more going on here. I don’t think I’m known for complaining but I’m gonna need to talk 2 a person.",Mon Oct 09 22:35:56 +0000 2017,410603
410605,"@Delta 2/3 Yes, there was a groundstop. But deplaning and reboarding in the space of 10 minutes was a ground training/comms issue btw gate and...","2/3 Yes, there was a groundstop. But deplaning and reboarding in the space of 10 minutes was a ground training/comms issue btw gate and...",Mon Oct 09 22:49:05 +0000 2017,410603
878026,@Delta Do you earn medallion  miles/segments on mileage plus cash ticket.,Do you earn medallion miles/segments on mileage plus cash ticket.,Fri Oct 20 20:21:15 +0000 2017,
878098,0 problems with @AmericanAir/one world. Always compensated for issues @116450 @Delta and respective alliances are just subpar in comparison,0 problems with /one world. Always compensated for issues and respective alliances are just subpar in comparison,Mon Oct 09 19:16:54 +0000 2017,
878416,"Well, Well!   @Delta https://t.co/u2skt1Wl3l","Well, Well!",Fri Oct 20 20:11:14 +0000 2017,
878617,I f*cking hate when it's hot in the plane. I wanna flip out bad enough as it is. Can I have some air please? @delta 🙄 #anxiousflyer,I f*cking hate when it's hot in the plane. I wanna flip out bad enough as it is. Can I have some air please? 🙄 #anxiousflyer,Mon Oct 09 21:52:13 +0000 2017,
878623,"Hey @Delta, where's the weather that cancelled my flight?","Hey , where's the weather that cancelled my flight?",Mon Oct 09 21:49:16 +0000 2017,
878951,"@Delta They were at the Albany, NY Airport.  Amazing women, going out of their way to make sure I git what I needed.  They really didnt have to.","They were at the Albany, NY Airport. Amazing women, going out of their way to make sure I git what I needed. They really didnt have to.",Sat Oct 21 14:57:08 +0000 2017,876515
878954,"@Delta confirmation HJPAFC, why am I being charged first bag if I’m Silver?","confirmation HJPAFC, why am I being charged first bag if I’m Silver?",Fri Oct 20 18:29:44 +0000 2017,
878957,@Delta I’m a platinum medallion member. Do I still get one free checked bag?,I’m a platinum medallion member. Do I still get one free checked bag?,Fri Oct 20 18:46:06 +0000 2017,
878962,These @Delta movie selections are on point ✈️😍🇳🇮,These movie selections are on point ✈️😍🇳🇮,Fri Oct 20 19:10:53 +0000 2017,
878964,"atlantic city from 30,000' in the morning sunshine. #atlanticcity @Delta. https://t.co/yd6zH9Hzjv","atlantic city from 30,000' in the morning sunshine. #atlanticcity .",Fri Oct 20 19:10:20 +0000 2017,
878966,Thank you @Delta crew. A hand written welcome note and smiles all around! #unexpected #kindnesscounts @824 https://t.co/vXJ4p7kbNA,Thank you crew. A hand written welcome note and smiles all around! #unexpected #kindnesscounts,Fri Oct 20 19:00:17 +0000 2017,
878978,@Delta @AmericanAir After being assaulted by one of their gate attendants I make sure my students don't fly with them!,After being assaulted by one of their gate attendants I make sure my students don't fly with them!,Fri Oct 20 18:26:30 +0000 2017,878979
878979,@Delta But I just knew as long as we weren't on @AmericanAir we would be safe!,But I just knew as long as we weren't on we would be safe!,Fri Oct 20 18:23:11 +0000 2017,878980
878980,@Delta thank you for getting my students and myself to Gainesville today.,thank you for getting my students and myself to Gainesville today.,Fri Oct 20 18:19:52 +0000 2017,
878983,@Delta how can I report her and her behavior and unwillingness to help me during a stressful 5 hour delay?,how can I report her and her behavior and unwillingness to help me during a stressful 5 hour delay?,Sat Oct 21 03:04:14 +0000 2017,878982
878984,My flight was delayed 5 hrs. JJ said she couldn't give me a meal voucher when I know that was just her unwillingness to do her job. @Delta,My flight was delayed 5 hrs. JJ said she couldn't give me a meal voucher when I know that was just her unwillingness to do her job.,Fri Oct 20 18:57:27 +0000 2017,
879440,"@delta our flight was delayed and we were in first class, got bumped to main cabin with no refund??  Not cool!  Second guessing my next trip","our flight was delayed and we were in first class, got bumped to main cabin with no refund?? Not cool! Second guessing my next trip",Fri Oct 20 20:14:39 +0000 2017,
879448,"@Delta If appetizing means gross, then yes.","If appetizing means gross, then yes.",Fri Oct 13 17:05:28 +0000 2017,879447
879449,Apparently @Delta is a pregnant woman w/ bizarre cravings.Breakfast = turkey and swiss on cinnamon raisin bagel+mint choc chip ice cream.,Apparently is a pregnant woman w/ bizarre cravings.Breakfast = turkey and swiss on cinnamon raisin bagel+mint choc chip ice cream.,Fri Oct 13 16:39:36 +0000 2017,
879453,"@Delta, I'd like to board the plane.  They can celebrate the stewardess birthday in the break room!  MSP fail today!!
Delayed 30 &amp; counting",", I'd like to board the plane. They can celebrate the stewardess birthday in the break room! MSP fail today!! Delayed 30 & counting",Fri Oct 13 15:59:47 +0000 2017,
879455,"@Delta absolutely. grateful. i can send you very very detailed claims. mgr told me on phone, yep, gave them to Delta, thats what they do.","absolutely. grateful. i can send you very very detailed claims. mgr told me on phone, yep, gave them to Delta, thats what they do.",Fri Oct 13 16:39:38 +0000 2017,879454
879456,"@Delta &amp; @122828 no one to TT about lost luggage - terrible. filed forms, same email...still looking. TT rest mgr, gave bags 2 delta 😠","& no one to TT about lost luggage - terrible. filed forms, same email...still looking. TT rest mgr, gave bags 2 delta 😠",Fri Oct 13 16:01:29 +0000 2017,
879459,@Delta Thanks. Planes in Lexington now? Any update on departure time from there. Want to make sure delays don't cause me to misconnect.,Thanks. Planes in Lexington now? Any update on departure time from there. Want to make sure delays don't cause me to misconnect.,Fri Oct 13 16:46:39 +0000 2017,879458
879460,@Delta why delay of dl 5261 from cae - atl? Over two hour hold time for call!,why delay of dl 5261 from cae - atl? Over two hour hold time for call!,Fri Oct 13 16:24:29 +0000 2017,
879463,@Delta What reasons beyond your control?,What reasons beyond your control?,Fri Oct 13 16:36:45 +0000 2017,879462
879466,"@Delta What's 1 example of a reason? This happens every time I fly Delta, but not with other airlines?","What's 1 example of a reason? This happens every time I fly Delta, but not with other airlines?",Fri Oct 13 16:48:34 +0000 2017,879465
879464,@Delta is it policy that regular economy class passengers do not get to choose their seat?,is it policy that regular economy class passengers do not get to choose their seat?,Fri Oct 13 15:50:21 +0000 2017,
879470,Thank you @Delta Airlines for a free checked bag for my volunteer medical trip to PR!! #PuertoRicoRelief #PuertoRico,Thank you Airlines for a free checked bag for my volunteer medical trip to PR!! #PuertoRicoRelief #PuertoRico,Fri Oct 13 15:57:03 +0000 2017,
879472,"@delta on flight DL449 flying during #Yankees game Tuesday, have to know if you have FS1 onboard?!?? #ALCS problems.","on flight DL449 flying during #Yankees game Tuesday, have to know if you have FS1 onboard?!?? #ALCS problems.",Fri Oct 13 15:46:47 +0000 2017,
879474,@Delta we had plans to visit Napa next week with travel to/from SFO. What's your policy regarding cancelations due to wildfires?,we had plans to visit Napa next week with travel to/from SFO. What's your policy regarding cancelations due to wildfires?,Fri Oct 13 16:13:58 +0000 2017,
879832,Wheels up. En route to NYC. Atlanta it's been real @Delta #theabiahway #vocalcoachtothestars #letsgo,Wheels up. En route to NYC. Atlanta it's been real #theabiahway #vocalcoachtothestars #letsgo,Mon Oct 09 22:19:52 +0000 2017,
879923,@Delta why can’t I pick my seat on your app? What’s the point in having that feature if it never works &amp; u can’t use it?,why can’t I pick my seat on your app? What’s the point in having that feature if it never works & u can’t use it?,Fri Oct 20 20:09:35 +0000 2017,
880178,Will be here for almost 8 hours today....  @delta flight delays due to a part failure and… https://t.co/P39kEFaMoy,Will be here for almost 8 hours today.... flight delays due to a part failure and…,Fri Oct 20 18:32:41 +0000 2017,
880180,"About to board my @Delta plane home. I'm sorry to miss the last day of #NAPFA17, my children's birthday party is tomorrow. Great conference! https://t.co/tkcpz303w7","About to board my plane home. I'm sorry to miss the last day of #NAPFA17, my children's birthday party is tomorrow. Great conference!",Fri Oct 20 19:26:21 +0000 2017,
880184,"@Delta @328973 Hope you got a response James! Absolute disgrace! Sharing this, would never consider flying delta after this injustice!!q","Hope you got a response James! Absolute disgrace! Sharing this, would never consider flying delta after this injustice!!q",Sat Oct 21 02:07:25 +0000 2017,880183
880186,@328974 @Delta I am outraged and offended!,I am outraged and offended!,Sun Oct 22 15:39:50 +0000 2017,880184
880185,Heads up to frequent flyers. 6 weeks later and still no contact/compensation from @delta about my delayed flight,Heads up to frequent flyers. 6 weeks later and still no contact/compensation from about my delayed flight,Fri Oct 20 18:32:13 +0000 2017,
880189,"Thank you @Delta for the amazing customer service. Special thanks to *TMS I owe you not one, but two beers. 🍻","Thank you for the amazing customer service. Special thanks to *TMS I owe you not one, but two beers. 🍻",Fri Oct 20 18:31:36 +0000 2017,
880192,@Delta Give me first class or give me death,Give me first class or give me death,Fri Oct 20 19:22:05 +0000 2017,880191
880196,@Delta I was here 25 minutes before!!!!,I was here 25 minutes before!!!!,Fri Oct 20 19:56:12 +0000 2017,880194
880195,Missed check in by 5 minutes for my 2 pm flight now gotta wait till 5:30 cmon @delta you wanna see me fail,Missed check in by 5 minutes for my 2 pm flight now gotta wait till 5:30 cmon you wanna see me fail,Fri Oct 20 17:29:19 +0000 2017,
880199,@Delta I purchased an upgraded seat but am still on boarding zone 3. Can you bump me up please?,I purchased an upgraded seat but am still on boarding zone 3. Can you bump me up please?,Fri Oct 20 18:59:20 +0000 2017,
880201,Cool sms telling me my bag has been loaded into cargo hold. Nice add @Delta. Always innovating. Appreciated.,Cool sms telling me my bag has been loaded into cargo hold. Nice add . Always innovating. Appreciated.,Fri Oct 20 19:09:35 +0000 2017,
880203,"My fav club with my fav peeps! (at @Delta Sky Club in Orlando, FL) https://t.co/rhWGT1dYkg","My fav club with my fav peeps! (at Sky Club in Orlando, FL)",Fri Oct 20 19:14:08 +0000 2017,
880382,@9554 please note this from @Delta https://t.co/dMtTurahbi,please note this from,Mon Oct 09 22:35:07 +0000 2017,
880391,@Delta ur really annoying when my flight got delayed twice then I found a new flight and that has been delayed twice.... do better,ur really annoying when my flight got delayed twice then I found a new flight and that has been delayed twice.... do better,Mon Oct 09 22:27:41 +0000 2017,
880392,@Delta And when that happens we’re told to call for assistance rearranging our travel plans. We called and spoke here and were not given assistance,And when that happens we’re told to call for assistance rearranging our travel plans. We called and spoke here and were not given assistance,Mon Oct 09 23:32:49 +0000 2017,410150
880394,@Delta @329026 That would be great.,That would be great.,Sat Oct 21 14:29:38 +0000 2017,880393
616567,@Delta How about adding HangOuts messenging to your list?,How about adding HangOuts messenging to your list?,Fri Oct 20 20:59:47 +0000 2017,616554
880620,Hey @delta sometimes your burecracy is stupid #notcustomerfocused,Hey sometimes your burecracy is stupid #notcustomerfocused,Fri Oct 20 20:59:06 +0000 2017,
880887,"@Delta, can u assist? Currently on flt &amp; looks like we'll miss LAX connection. App says miss but in-flight tracker says 20 min connection",", can u assist? Currently on flt & looks like we'll miss LAX connection. App says miss but in-flight tracker says 20 min connection",Mon Oct 09 23:48:03 +0000 2017,
880889,@Delta another delayed flight leads to missed connection. Leads to missed meetings tomorrow morning. Ridiculous.,another delayed flight leads to missed connection. Leads to missed meetings tomorrow morning. Ridiculous.,Mon Oct 09 22:37:25 +0000 2017,
880893,@Delta I booked the wrong dates for my flight. I need to cancel. Help.,I booked the wrong dates for my flight. I need to cancel. Help.,Mon Oct 09 22:37:31 +0000 2017,
881254,"@Delta When I connected in ATL I was promised a FREE UPGRADE because of the leaky plane and napkins.  They were full no upgrade.

Another? https://t.co/Qs1sBViTwT",When I connected in ATL I was promised a FREE UPGRADE because of the leaky plane and napkins. They were full no upgrade. Another?,Fri Oct 20 18:57:14 +0000 2017,
881256,Thank you @Delta for the amazing flight crew today on DL35 into Seattle for helping me through fours hours of puking during the 10hr flight!,Thank you for the amazing flight crew today on DL35 into Seattle for helping me through fours hours of puking during the 10hr flight!,Fri Oct 20 18:57:35 +0000 2017,
881259,Loving this month's #DeltaOne amenity kits! #pink #BreastCancerAwareness @Delta #diamond https://t.co/AWiS1fF0b3,Loving this month's #DeltaOne amenity kits! #pink #BreastCancerAwareness #diamond,Fri Oct 20 18:56:14 +0000 2017,
881263,"@delta So disappointed boarding experience at RDU.  Backpacks first, roller bags last.  No room.  Pissed priority fliers.","So disappointed boarding experience at RDU. Backpacks first, roller bags last. No room. Pissed priority fliers.",Fri Oct 20 18:45:56 +0000 2017,
881271,"@Delta Didn’t know you were working for Delta now, mate? 😂 @329259","Didn’t know you were working for Delta now, mate? 😂",Fri Oct 20 19:53:06 +0000 2017,881270
881273,@329258 @Delta ?!? ..... err yer mate. Free first class upgrade coming your way sir. Future upgrades can be paid for in dubplates.,?!? ..... err yer mate. Free first class upgrade coming your way sir. Future upgrades can be paid for in dubplates.,Fri Oct 20 19:55:00 +0000 2017,881271
881272,Do love a random free upgrade ❤️ Cheers @Delta 🤘🏻,Do love a random free upgrade ❤️ Cheers 🤘🏻,Fri Oct 20 19:37:14 +0000 2017,
881276,@Delta just got off the phone with Cathy in your corporate office. You should pay her to train your phone operators. Reward the excellence.,just got off the phone with Cathy in your corporate office. You should pay her to train your phone operators. Reward the excellence.,Fri Oct 20 19:22:55 +0000 2017,
881279,@Delta I am Amex platinum member,I am Amex platinum member,Fri Oct 20 19:25:02 +0000 2017,878960
881282,I do not recall the last positive travel experience I've had with @Delta Airlines... How do they stay in business?!?!,I do not recall the last positive travel experience I've had with Airlines... How do they stay in business?!?!,Fri Oct 13 16:56:31 +0000 2017,
881287,@Delta is free in flight messaging available on all fights?,is free in flight messaging available on all fights?,Fri Oct 13 16:02:42 +0000 2017,
881291,@Delta Look Up HSCD7T 😉,Look Up HSCD7T 😉,Fri Oct 13 16:37:07 +0000 2017,
881294,"@Delta I ❤️ your DCA, Baggage Services Leader, Marcia Gilbert, simply rocks w/a 5* superior level of customer service. #dca #deltaOne 💎👍🏾💋","I ❤️ your DCA, Baggage Services Leader, Marcia Gilbert, simply rocks w/a 5* superior level of customer service. #dca #deltaOne 💎👍🏾💋",Fri Oct 20 18:35:25 +0000 2017,
881299,@Delta Victoria at the call center was very helpful,Victoria at the call center was very helpful,Fri Oct 20 18:40:11 +0000 2017,
881301,@Delta H3A7Y4,H3A7Y4,Fri Oct 13 16:55:38 +0000 2017,881300
881302,Delayed by @Delta AGAIN!!!  Why do I keep giving them chance after chance??  I must be a glutton for punishment. Looking @ other options!,Delayed by AGAIN!!! Why do I keep giving them chance after chance?? I must be a glutton for punishment. Looking @ other options!,Fri Oct 13 16:30:09 +0000 2017,
881304,"@Delta Delays r announced @ last minute. Tell me sooner so I can opt 2 drive, get home sooner, not spend 4 hours waiting on @delta 2 get act 2gethr","Delays r announced @ last minute. Tell me sooner so I can opt 2 drive, get home sooner, not spend 4 hours waiting on 2 get act 2gethr",Fri Oct 13 17:28:14 +0000 2017,881303
881307,@Delta It’s all lip service.,It’s all lip service.,Fri Oct 13 18:22:25 +0000 2017,881305
881309,Did I mention I love @Delta and despise flying with anyone other than them (or their partnered airlines)? https://t.co/hBxXHjbdYN,Did I mention I love and despise flying with anyone other than them (or their partnered airlines)?,Fri Oct 13 16:24:01 +0000 2017,
881311,Shoutout to @Delta for having the nicest flight attendants/crew 👏🏼👏🏼,Shoutout to for having the nicest flight attendants/crew 👏🏼👏🏼,Fri Oct 13 16:03:19 +0000 2017,
881313,@delta delayed again.... happens more often that no anymore #poorperformance,delayed again.... happens more often that no anymore #poorperformance,Fri Oct 13 16:37:37 +0000 2017,
881315,@DELTA treat your full fate int business traveler as well as a discounted domestic customer please.,treat your full fate int business traveler as well as a discounted domestic customer please.,Fri Oct 13 16:27:44 +0000 2017,
881318,Hello @215450 and @Delta - do I have lounge access on a delta ticket in JNB when I am Elite Plus? Which lounge?,Hello and - do I have lounge access on a delta ticket in JNB when I am Elite Plus? Which lounge?,Fri Oct 13 16:01:44 +0000 2017,
881631,Thanks to @Delta for the free upgrade 👍🏼,Thanks to for the free upgrade 👍🏼,Mon Oct 09 23:27:25 +0000 2017,
881633,Thank you @delta for handling the delays for flight 403 so well.  The team in San Diego were amazing and the gate team was exceptional.,Thank you for handling the delays for flight 403 so well. The team in San Diego were amazing and the gate team was exceptional.,Mon Oct 09 23:00:37 +0000 2017,
881635,Thanks @Delta &amp; @115911 for free texting at 35000ft. #LoveToTravel #BeautifulDestinations  #AmericanFlyer #JenniChan #Lifestyle  #Luggage,Thanks & for free texting at 35000ft. #LoveToTravel #BeautifulDestinations #AmericanFlyer #JenniChan #Lifestyle #Luggage,Mon Oct 09 23:12:59 +0000 2017,
881645,@Delta our flight 5296 CLT&gt;LGA was cancelled and no one told us. Need options please.,our flight 5296 CLT>LGA was cancelled and no one told us. Need options please.,Mon Oct 09 23:04:10 +0000 2017,
881679,Found a new flight home with @Delta now looking for a new phone carrier @115725 @ATT @115714 what's up can you do better than @115911 ?,Found a new flight home with now looking for a new phone carrier what's up can you do better than ?,Fri Oct 20 16:56:09 +0000 2017,
881746,@Delta Cust NO Service  said complain to the website.  Really all I wanted was the 6.16 I shouldn't of been charged and was eating 1200!,Cust NO Service said complain to the website. Really all I wanted was the 6.16 I shouldn't of been charged and was eating 1200!,Fri Oct 20 22:31:32 +0000 2017,881745
881747,"@Delta After buying 2nd ticket for 4 px due to Maria changes, Delta's website, without warning incurred 6.16 in FTF (F6N3S7) Aft an add'l $1224","After buying 2nd ticket for 4 px due to Maria changes, Delta's website, without warning incurred 6.16 in FTF (F6N3S7) Aft an add'l $1224",Fri Oct 20 22:30:49 +0000 2017,881745
881748,2 hours of my life I wouldn't get back over 6.16?  @Delta should do better; luv irritation relationship,2 hours of my life I wouldn't get back over 6.16? should do better; luv irritation relationship,Fri Oct 20 20:04:21 +0000 2017,
882672,@Delta @75324 Whoa whoa whoa whoa now I find out @153763 isn't avail on this flight and I had to stop mid episode on my last flight! #cliffhanger,Whoa whoa whoa whoa now I find out isn't avail on this flight and I had to stop mid episode on my last flight! #cliffhanger,Fri Oct 20 19:28:14 +0000 2017,882673
882673,Hmmm...app says there are supposed to be USB ports on this plane and yet there are none... 🤔 @delta #itsalongwayfromATLtoSFO @75324 https://t.co/EmoBOawg4K,Hmmm...app says there are supposed to be USB ports on this plane and yet there are none... 🤔 #itsalongwayfromATLtoSFO,Fri Oct 20 19:19:13 +0000 2017,
882676,"excellent customer service @Delta.Tight connection in ATL. What meets me, a smiling face &amp; a Porsche!that is why I gave up on UA PLS retweet","excellent customer service .Tight connection in ATL. What meets me, a smiling face & a Porsche!that is why I gave up on UA PLS retweet",Fri Oct 20 19:19:32 +0000 2017,
882678,Quick connections made easy @Delta #flyride @151272 https://t.co/YfnqIFVlMw,Quick connections made easy #flyride,Fri Oct 20 19:49:04 +0000 2017,
